,r_index,book_id,authors,original_title,image_url,average_rating,ratings_count,genre,desc
4811,5028,53580,Sandra Boynton,The Going-To-Bed Book,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.22,21078,"fiction, poetry","Getting ready for sleep is tons of fun in this special anniversary edition
of a Sandra Boynton classic. The sun has set not long ago. Now everybody
goes below to take a bath in one big tub with soap all over—SCRUB SCRUB
SCRUB! This classic bedtime story is just right for winding down the day as
a joyful, silly group of animals scrub scrub scrub in the tub, brush and
brush and brush their teeth, and finally rock and rock and rock to sleep.
This anniversary edition has an enlarged trim size and metallic ink on the
cover, making this Boynton classic even more special."
4812,5029,112675,Louise Rennison,Knocked out by my nunga-nungas,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429196547l/112675.jpg,3.97,24077,"fiction, romance","Georgia Nicolson is now the girlfriend of the Sex God (aka Robbie), and
things are wonderful. Except her loony parents are dragging her off to Och
Aye land (aka Scotland), and the Sex God's band's chance at a record
contract has left her something of a ""pop widow."" Then up rears temptation
in the form of old flame Dave the Laugh. Is Georgia about to become a
shameless vixen?"
4813,5030,27526,"Tim LaHaye, Jerry B. Jenkins",The Sacrilege: The Antichrist Takes the Throne,https://images.gr-assets.com/books/1406505722l/27526.jpg,4,19562,"christian, fiction","The Sacrilege: The Antichrist Takes the ThroneTim LaHaye, Jerry B. Jenkins"
4814,5031,18114068,Phil Klay,Redeployment,https://images.gr-assets.com/books/1417987993l/18114068.jpg,3.98,15597,"fiction, contemporary",RedeploymentPhil Klay
4815,5032,6512140,Libba Bray,Going Bovine,https://images.gr-assets.com/books/1320391025l/6512140.jpg,3.65,26259,"fantasy, fiction","In an attempt to find a cure after being diagnosed with Creutzfeldt-Jakob
(aka mad cow) disease, Cameron Smith, a disaffected sixteen-year-old boy,
sets off on a road trip with a death-obsessed video gaming dwarf he meets
in the hospital."
4816,5033,25807,James M. Cain,The Postman Always Rings Twice ,https://images.gr-assets.com/books/1344265267l/25807.jpg,3.81,19416,"fiction, classics","The sultry young wife of a diner owner conspires with an aimless drifter to
murder her husband"
4817,5034,6555517,Carrie Ryan,The Dead-Tossed Waves ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442965460l/6555517._SY475_.jpg,3.91,26347,"horror, fantasy","Struggling for normalcy in a haunted town between the forest and ocean,
Gabry is unsettled by supernatural forces that threaten her mother, a
situation that is thrown into chaos by a religious cult and a shattering
act of recklessness. By the author of The Forest of Hands and Teeth."
4818,5035,9530,Robert Kurson,Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166028017l/9530.jpg,4.26,16917,"nonfiction, history",Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War IIRobert Kurson
4819,5036,8293938,Clare Vanderpool,Moon Over Manifest,https://images.gr-assets.com/books/1320541883l/8293938.jpg,4.02,23298,"fiction, mystery","Twelve-year-old Abilene Tucker is the daughter of a drifter who, in the
summer of 1936, sends her to stay with an old friend in Manifest, Kansas,
where he grew up, and where she hopes to find out some things about his
past."
4820,5037,77103,Amitav Ghosh,The Glass Palace,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520866736l/77103._SY475_.jpg,3.94,16535,"fiction, history","Unable to forget the girl he befriended during the British invasion of 1885
when soldiers forced the royal family of Burma into exile, Rajkumar is
lifted on the tides of political and social chaos to create an empire in
the Burmese teak forests. By the author of In an Antique Land. Reader's
Guide included. Reprint. 40,000 first printing."
4821,5040,16279856,James Dashner,The Eye of Minds,https://images.gr-assets.com/books/1358659346l/16279856.jpg,3.85,22637,"fantasy, fiction",The Eye of MindsJames Dashner
4822,5041,140278,Agatha Christie,4.50 From Paddington,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388324483l/140278.jpg,3.92,23416,"mystery, crime",4.50 From PaddingtonAgatha Christie
4823,5042,74036,J.D. Robb,Ceremony in Death,https://images.gr-assets.com/books/1376018955l/74036.jpg,4.26,25093,"mystery, romance","Investigating the death of a fellow officer, Eve Dallas receives a personal
warning when a dead body is placed outside her home, and her subsequent
experiences make her question her beliefs about right and wrong. Reissue."
4824,5043,18373214,"Jo Nesbø, Don Bartlett",Kakerlakkene,https://images.gr-assets.com/books/1418343189l/18373214.jpg,3.71,14717,"crime, mystery","KakerlakkeneJo Nesbø, Don Bartlett"
4825,5044,140078,Charlaine Harris,Grave Surprise,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426911066l/140078.jpg,3.88,27905,"mystery, fantasy","While giving a college class a demonstration of her unique talent to find
the dead and see their final moments of life, Harper Connelly is stunned to
discover two bodies in a single grave--one the original occupant, one a
recently deceased girl--and joins forces with her stepbrother Tolliver to
find a killer. By the author of Grave Sight. Reprint."
4826,5045,3304,"Isabel Allende, Margaret Sayers Peden",La ciudad de las bestias,https://images.gr-assets.com/books/1331488122l/3304.jpg,3.69,15497,"fantasy, fiction","Fifteen-year-old Alexander Cold is about to join his fearless grandmother
on the trip of a lifetime. An International Geographic expedition is headed
to the dangerous, remote wilds of South America, on a mission to document
the legendary Yeti of the Amazon known as the Beast. But there are many
secrets hidden in the unexplored wilderness, as Alex and his new friend
Nadia soon discover. Drawing on the strength of their spirit guides, both
young people are led on a thrilling and unforgettable journey to the
ultimate discovery. . . ."
4827,5046,2364284,"Naguib Mahfouz, نجيب محفوظ",أولاد حارتنا,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1213947027l/2364284.jpg,4.1,14860,"ebooks, history","أولاد حارتناNaguib Mahfouz, نجيب محفوظ"
4828,5047,68497,China Miéville,The Scar,https://images.gr-assets.com/books/1320435192l/68497.jpg,4.15,20745,"fantasy, fiction","En route to the fledgling colony of New Crobuzon, a ship carrying
prisoners, slaves, and a few travelers, each with their own reason for
leaving the city, is attacked by pirates, who bring the surviving
passengers to a strange floating city constructed upon the hulls of pirated
ships, whose leaders are hiding a sinister agenda. By the author of Perdido
Street Station. Reprint."
4829,5048,23225,Meg Cabot,Haunted,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388187648l/23225.jpg,4.15,29460,"paranormal, romance","Suze is used to trouble, but this time she's in deep: Ghostly Jesse has her
heart, but Paul Slater, a real flesh—and—blood guy, is warm for her form.
And mediator Paul knows how to send Jesse to the Great Beyond. For good.
Paul claims he won't do anything to Jesse as long as Suze will go out with
him. Fearing she'll lose Jesse forever, Suze agrees. But even if Suze can
get Jesse to admit his true feelings for her, what kind of future can she
have with a guy who's already dead?"
4830,5049,28553,Anne McCaffrey,"Dragondrums (Pern: Harper Hall, #3)",https://images.gr-assets.com/books/1410942131l/28553.jpg,4.04,25473,"fantasy, fiction","Science fiction legend Anne McCaffrey’s beloved Harper Hall trilogy, set
within the bestselling Dragonriders of Pern series, is now available in a
collectable boxed set. Every two hundred years or so, on the planet colony
of Pern, shimmering Threads fall from space, raining death. Yet the great
dragons of Pern, mounted by the stalwart dragonriders, scour the skies with
fire to destroy the deadly Thread and save the planet. Here we meet Menolly
as she navigates her way as the first journeywoman Harper in the history of
Pern; and fellow student Piemur whom is secretly asked to leave Harper
Hall, drafted by Masterharper Robinton to embark on a dangerous mission to
the Southern Hold. The Harper Hall trilogy, set within science fiction
legend Anne McCaffrey’s beloved and bestselling Dragonriders of Pern
series, is a seminal work and a must-have for any fantasy or science
fiction fan."
4831,5050,9545064,Rachel Simon,The Story of Beautiful Girl,https://images.gr-assets.com/books/1336851169l/9545064.jpg,3.92,19655,"fiction, romance","It is 1968. Lynnie, a young white woman with a developmental disability,
and Homan, an African American deaf man, are locked away in an institution,
the School for the Incurable and Feebleminded, and have been left to
languish, forgotten. Deeply in love, they escape, and find refuge in the
farmhouse of Martha, a retired schoolteacher and widow. But the couple is
not alone-Lynnie has just given birth to a baby girl. When the authorities
catch up to them that same night, Homan escapes into the darkness, and
Lynnie is caught. But before she is forced back into the institution, she
whispers two words to Martha: ""Hide her."" And so begins the 40-year epic
journey of Lynnie, Homan, Martha, and baby Julia-lives divided by seemingly
insurmountable obstacles, yet drawn together by a secret pact and
extraordinary love."
4832,5051,18646,Dava Sobel,Galileo's Daughter,https://images.gr-assets.com/books/1414607526l/18646.jpg,3.74,21260,"history, science","Presents a biography of the scientist through the surviving letters of his
illegitimate daughter Maria Celeste, who wrote him from the Florence
convent where she lived from the age of thirteen."
4833,5052,42692,Leon Uris,Mila 18,https://images.gr-assets.com/books/1359742799l/42692.jpg,4.27,19323,"fiction, history",Recounts the resistance of the Jews in the Warsaw ghetto against the Nazis
4834,5054,1330324,Amitav Ghosh,Sea of Poppies,https://images.gr-assets.com/books/1327376395l/1330324.jpg,3.93,15499,"fiction, history","Preparing to fight China's nineteenth-century Opium Wars, a motley
assortment of sailors and passengers establish family-like ties that
eventually span continents, races, and generations."
